5.64961,12.08661
6.04331,12.08661
6.98819,12.08661
6.98819,12.20472
6.87008,12.08661
6.87008,12.20472
6.75197,12.20472
6.63386,12.20472
8.22835,12.08661
8.22835,12.20461
8.11035,12.08661
8.11035,12.20461
7.99235,12.08661
7.99235,12.20461
8.81890,12.08661
8.81890,12.20461
9.66535,12.08661
9.66535,12.20461
9.54735,12.08661
9.54735,12.20461
9.42935,12.08661
9.42935,12.20461
9.31135,12.08661
9.31135,12.20461
9.19335,12.08661
9.19335,12.20461
13.46063,12.04724
13.46063,12.16524
13.34263,12.04724
13.34263,12.16524
14.01575,12.04724
14.01575,12.16524
13.89775,12.04724
13.89775,12.16524
13.85827,11.49606
13.97627,11.49606
13.97627,11.37806
7.63780,11.65365
7.75580,11.77165
7.75580,11.65365
8.16929,11.65365
8.28729,11.77165
8.28729,11.65365
8.70079,11.65365
8.81879,11.65365
9.23228,11.65365
9.35028,11.65365
10.76929,12.14567
10.86929,12.14567
10.96929,12.14567
11.06929,12.14567
11.16929,12.14567
11.26929,12.14567
11.36929,12.14567
11.46929,12.14567
9.81299,11.77165
9.81299,11.65365
12.32283,11.49606
12.32283,11.37806
12.44083,11.49606
12.44083,11.37806
12.55883,11.49606
12.55883,11.37806
12.67683,11.49606
12.67683,11.37806
12.79483,11.49606
12.79483,11.37806
13.18898,11.49606
13.18898,11.37806
13.30698,11.49606
13.30698,11.37806
14.07480,11.02362
14.07480,10.90562
14.19280,11.02362
14.19280,10.90562
14.31080,11.02362
12.30472,10.88583
12.30472,10.98583
12.40472,10.88583
12.40472,10.98583
12.60472,10.88583
12.30472,10.37402
12.30472,10.47402
12.40472,10.37402
12.40472,10.47402
12.60472,10.37402
13.64173,11.02362
13.64173,10.90562
15.27362,11.67323
15.27362,11.59449
15.27362,11.51575
15.27362,11.43701
15.30512,10.27559
15.22638,10.27559
15.30512,10.35433
15.22638,10.35433
15.30512,10.43307
15.22638,10.43307
15.30512,10.51181
15.22638,10.51181
15.30512,10.59055
15.22638,10.59055
15.30512,10.66929
15.22638,10.66929
15.30512,10.74803
15.22638,10.74803
15.30512,10.82677
15.22638,10.82677
15.30512,10.90551
15.22638,10.90551
15.30512,10.98425
15.22638,10.98425
15.15748,7.48031
15.15748,7.58031
7.62795,12.08661
7.62795,12.20461
15.07874,8.04134
14.97874,7.94134
15.15748,6.83071
15.15748,6.67471
15.15748,6.51871
15.15748,6.36271
15.15748,6.20671
15.15748,6.05071
15.15748,5.89471
15.15748,5.73871
15.15748,5.58271
5.23622,5.55118
5.23622,5.65118
5.23622,5.75118
5.33465,6.24016
5.21665,6.24016
5.33465,6.12216
5.21665,6.12216
13.77953,6.43701
13.67953,6.43701
7.76732,6.33858
12.80512,6.37795
12.90512,6.37795
14.84035,11.83661
14.79035,11.73661
14.74035,11.83661
14.59035,11.73661
13.15945,10.91535
13.15945,10.63976
12.67717,8.32677
7.66732,8.13976
8.05118,8.05118
8.77953,8.05118
8.77953,7.73622
10.35433,7.65748
12.95472,7.22047
14.00591,7.12598
7.66732,6.69291
8.81890,6.33858
14.72441,6.27953
5.29528,9.97047
12.65748,12.20965
12.53445,12.20472
12.41142,12.23425
12.27854,12.18504
10.68898,11.92913
12.11614,11.81102
14.62598,11.00886
10.37402,10.99409
6.99016,11.03937
7.35236,10.88583
14.39961,10.69390
12.89370,10.51181
7.25394,10.21654
14.78839,10.09843
8.81890,10.00000
11.39764,9.88189
9.80315,9.80807
9.09449,9.75886
7.76083,9.55217
11.79134,9.40945
6.58465,9.02067
11.65354,8.84350
11.69783,8.65650
13.22835,8.57283
8.38583,8.54823
13.29724,8.43504
9.24705,7.95768
12.13189,7.81693
9.87205,7.78543
9.56693,7.79035
9.18307,7.70177
9.07480,7.53937
8.26772,7.50984
7.43701,6.91732
13.62205,6.79134
8.25787,6.53051
6.43701,6.54035
12.50197,6.36417
6.87008,6.23031
6.61417,6.22047
5.80709,6.09252
13.30709,6.00394
13.75000,5.90551
6.33858,5.84646
8.46457,5.72835
9.05512,5.62992
6.55512,5.62992
13.25787,5.48228
7.44094,6.60433
7.25886,6.60433
7.44094,6.37795
5.20000,12.30000
15.30000,12.30000
5.20000,5.20000
15.30000,5.20000
4.00000,12.00000
16.50000,12.00000
4.00000,5.00000
16.50000,5.00000
13.46000,8.65000
14.82000,8.65000
14.82000,7.73000
13.46000,7.73000
15.75000,8.97500
4.85000,12.00000
8.10000,12.80000
12.35000,12.80000
15.80000,12.00000
7.05000,9.65000
15.25000,9.95000
4.30000,8.10000
10.50000,8.40000
15.80000,8.10000
10.50000,6.00000
14.40000,6.20000
4.90000,4.75000
6.95000,4.75000
15.80000,4.75000
